1;10;1;3;11.609;-1;1;5;5;6.376;0;0;1.633;1.365;0.752;1.483
2;10;2;3;8.567;-1;-1;1;1;8.567;0;0;0;0;0;0
3;10;3;3;11.09;1;1;5;5;4.97;0;0;1.033;1.066;2.374;1.647
4;10;4;3;14.515;-1;-1;5;5;6.978;0;0;2.167;1.332;2.657;1.381
5;10;5;3;13.102;1;1;3;4;9.786;0;0;1.851;1.465;0;0
6;10;6;3;11.084;-1;-1;5;5;5.802;0;0;1.033;1.034;1.851;1.364
7;10;7;3;8.13;1;-1;5;6;3.765;0;0;1.281;0.433;0.518;2.133
8;10;8;3;8.143;-1;1;4;4;4.394;0;0;0.983;1.384;1.382;0
9;10;9;3;12.594;1;-1;5;5;4.95;0;0;1.983;1.133;1.501;3.027
10;10;10;3;8.422;1;1;5;6;4.191;0;0;1.016;1.632;0.684;0.899
11;10;11;3;7.564;1;1;5;5;3.098;0;0;1.267;1.032;1.069;1.098
12;10;12;3;9.114;-1;-1;5;6;4.23;0;0;1.366;1;1.184;1.334
13;10;13;3;7.849;-1;-1;5;5;2.8;0;0;1.067;1.049;1.451;1.482
14;10;14;3;10.631;1;1;5;8;5.965;0;0;1.366;1.383;0.985;0.932
15;10;15;3;17.957;-1;-1;5;12;9.772;0;0;3.469;3.185;0.618;0.913
16;10;16;3;10.628;-1;-1;4;5;6.431;0;0;0.884;1;2.313;0
17;10;17;3;10.024;-1;-1;5;7;4.139;0;0;1.985;1.066;1.834;1
18;10;18;3;9.013;-1;1;5;7;4.879;0;0;1.935;0.917;0.667;0.615
19;10;19;3;10.67;1;1;5;7;4.823;0;0;3.382;0.932;0.785;0.748
20;10;20;3;10.355;1;1;5;9;3.27;0;0;1.499;1.483;2.868;1.235
21;10;21;3;6.164;1;1;5;5;1.648;0;0;1.233;1.434;0.851;0.998
22;10;22;3;6.617;1;1;1;1;6.617;0;0;0;0;0;0
23;10;23;3;7.683;1;1;5;5;4.533;0;0;0.901;0.7;0.534;1.015
24;10;24;3;6.447;-1;-1;4;4;2.064;0;0;1.184;1.249;1.95;0
25;10;25;3;8.526;-1;-1;5;5;3.062;0;0;1.332;0.916;1.383;1.833
